step_number,z_index,x_index,z_mm,x_mm,weight
12,11,17,11.500,17.500,1.07024396e-04
12,11,18,11.500,18.500,3.21468315e-03
12,11,19,11.500,19.500,6.20256126e-01
12,11,20,11.500,20.500,6.26166463e-02
12,11,21,11.500,21.500,3.30124749e-03
12,11,22,11.500,22.500,1.26412007e-04
12,11,23,11.500,23.500,4.11588690e-06
12,11,24,11.500,24.500,1.17462271e-07
12,11,25,11.500,25.500,2.78446022e-09
12,11,26,11.500,26.500,3.80240665e-11
13,0,18,0.500,18.500,1.99726702e-09
13,0,19,0.500,19.500,6.60426795e-01
13,0,20,0.500,20.500,2.70579136e-07
13,1,17,1.500,17.500,3.82675176e-11
13,1,18,1.500,18.500,5.23677409e-05
13,1,19,1.500,19.500,6.57179236e-01
13,1,20,1.500,20.500,5.83899673e-03
13,1,21,1.500,21.500,7.10804571e-09
13,2,17,2.500,17.500,4.63076560e-07
13,2,18,2.500,18.500,1.55870206e-04
13,2,19,2.500,19.500,6.53846800e-01
13,2,20,2.500,20.500,1.16674490e-02
13,2,21,2.500,21.500,5.43782953e-05
13,2,22,2.500,22.500,1.94446056e-10
13,3,16,3.500,16.500,4.31150937e-09
13,3,17,3.500,17.500,1.86739396e-06
13,3,18,3.500,18.500,3.09253723e-04
13,3,19,3.500,19.500,6.50433540e-01
13,3,20,3.500,20.500,1.74787622e-02
13,3,21,3.500,21.500,1.65678197e-04
13,3,22,3.500,22.500,5.77893502e-07
13,3,23,3.500,23.500,4.34392062e-12
13,4,15,4.500,15.500,4.44216122e-11
13,4,16,4.500,16.500,2.25493366e-08
13,4,17,4.500,17.500,4.70299665e-06
13,4,18,4.500,18.500,5.11237595e-04
13,4,19,4.500,19.500,6.46944344e-01
13,4,20,4.500,20.500,2.32664309e-02
13,4,21,4.500,21.500,3.36115831e-04
13,4,22,4.500,22.500,2.42236820e-06
13,4,23,4.500,23.500,7.93916399e-09
13,5,15,5.500,15.500,3.02644632e-10
13,5,16,5.500,16.500,7.05000218e-08
13,5,17,5.500,17.500,9.46827731e-06
13,5,18,5.500,18.500,7.60520226e-04
13,5,19,5.500,19.500,6.43383205e-01
13,5,20,5.500,20.500,2.90242899e-02
13,5,21,5.500,21.500,5.67559386e-04
13,5,22,5.500,22.500,6.32247293e-06
13,5,23,5.500,23.500,4.32744542e-08
13,5,24,5.500,24.500,1.47014845e-10
13,6,14,6.500,14.500,1.59852014e-12
13,6,15,6.500,15.500,1.18003163e-09
13,6,16,6.500,16.500,1.70838803e-07
13,6,17,6.500,17.500,1.66668706e-05
13,6,18,6.500,18.500,1.05578150e-03
13,6,19,6.500,19.500,6.39754713e-01
13,6,20,6.500,20.500,3.47465388e-02
13,6,21,6.500,21.500,8.61552428e-04
13,6,22,6.500,22.500,1.31544512e-05
13,6,23,6.500,23.500,1.40326932e-07
13,6,24,6.500,24.500,1.00210917e-09
13,6,25,6.500,25.500,1.55155966e-12
13,7,14,7.500,14.500,1.77127653e-11
13,7,15,7.500,15.500,3.45278606e-09
13,7,16,7.500,16.500,3.53747112e-07
13,7,17,7.500,17.500,2.68046679e-05
13,7,18,7.500,18.500,1.39568804e-03
13,7,19,7.500,19.500,6.36062384e-01
13,7,20,7.500,20.500,4.04276773e-02
13,7,21,7.500,21.500,1.21932698e-03
13,7,22,7.500,22.500,2.38700450e-05
13,7,23,7.500,23.500,3.51197315e-07
13,7,24,7.500,24.500,3.90713861e-09
13,7,25,7.500,25.500,2.23382788e-11
13,8,14,8.500,14.500,7.66476396e-11
13,8,15,8.500,15.500,8.42091552e-09
13,8,16,8.500,16.500,6.57400619e-07
13,8,17,8.500,17.500,4.03872291e-05
13,8,18,8.500,18.500,1.77889492e-03
13,8,19,8.500,19.500,6.32310271e-01
13,8,20,8.500,20.500,4.60625514e-02
13,8,21,8.500,21.500,1.64182147e-03
13,8,22,8.500,22.500,3.94849303e-05
13,8,23,8.500,23.500,7.48347759e-07
13,8,24,8.500,24.500,1.14337553e-08
13,8,25,8.500,25.500,1.16498838e-10
13,9,14,9.500,14.500,2.30866090e-10
13,9,15,9.500,15.500,1.80894997e-08
13,9,16,9.500,16.500,1.12843304e-06
13,9,17,9.500,17.500,5.79212938e-05
13,9,18,9.500,18.500,2.20557698e-03
13,9,19,9.500,19.500,6.28500640e-01
13,9,20,9.500,20.500,5.16477600e-02
13,9,21,9.500,21.500,2.12979433e-03
13,9,22,9.500,22.500,6.10705611e-05
13,9,23,9.500,23.500,1.42688179e-06
13,9,24,9.500,24.500,2.79580412e-08
13,9,25,9.500,25.500,4.11799539e-10
13,10,13,10.500,13.500,1.91516269e-12
13,10,14,10.500,14.500,5.81505455e-10
13,10,15,10.500,15.500,3.53815111e-08
13,10,16,10.500,16.500,1.82317865e-06
13,10,17,10.500,17.500,7.99596673e-05
13,10,18,10.500,18.500,2.68509868e-03
13,10,19,10.500,19.500,6.24614656e-01
13,10,20,10.500,20.500,5.71877211e-02
13,10,21,10.500,21.500,2.68449867e-03
13,10,22,10.500,22.500,8.97724894e-05
13,10,23,10.500,23.500,2.50710923e-06
13,10,24,10.500,24.500,6.02777988e-08
13,10,25,10.500,25.500,1.15694065e-09
13,10,26,10.500,26.500,9.53874913e-12
13,11,13,11.500,13.500,1.19564974e-11
13,11,14,11.500,14.500,1.29911482e-09
13,11,15,11.500,15.500,6.43951878e-08
13,11,16,11.500,16.500,2.80914082e-06
13,11,17,11.500,17.500,1.07162341e-04
13,11,18,11.500,18.500,3.21718748e-03
13,11,19,11.500,19.500,6.20654881e-01
13,11,20,11.500,20.500,6.26776144e-02
13,11,21,11.500,21.500,3.30689619e-03
13,11,22,11.500,22.500,1.26806917e-04
13,11,23,11.500,23.500,4.13758244e-06
13,11,24,11.500,24.500,1.18369869e-07
13,11,25,11.500,25.500,2.80157852e-09
13,11,26,11.500,26.500,3.80240665e-11
13,12,13,12.500,13.500,3.82904194e-11
13,12,14,12.500,14.500,2.65628364e-09
13,12,15,12.500,15.500,1.10208440e-07
13,12,16,12.500,16.500,4.15553041e-06
13,12,17,12.500,17.500,1.39998825e-04
13,12,18,12.500,18.500,3.79663426e-03
13,12,19,12.500,19.500,6.16188169e-01
13,12,20,12.500,20.500,6.80382028e-02
13,12,21,12.500,21.500,3.99004621e-03
13,12,22,12.500,22.500,1.72855434e-04
13,12,23,12.500,23.500,6.46088120e-06
13,12,24,12.500,24.500,2.14482384e-07
13,12,25,12.500,25.500,6.04865713e-09
13,12,26,12.500,26.500,1.19361951e-10
14,0,18,0.500,18.500,1.99726702e-09
14,0,19,0.500,19.500,6.60426795e-01
14,0,20,0.500,20.500,2.70579136e-07
14,1,17,1.500,17.500,3.82675176e-11
14,1,18,1.500,18.500,5.23677409e-05
14,1,19,1.500,19.500,6.57179236e-01
14,1,20,1.500,20.500,5.83899673e-03
14,1,21,1.500,21.500,7.10804571e-09
14,2,17,2.500,17.500,4.63076560e-07
14,2,18,2.500,18.500,1.55870206e-04
14,2,19,2.500,19.500,6.53846800e-01
14,2,20,2.500,20.500,1.16674490e-02
14,2,21,2.500,21.500,5.43782953e-05
14,2,22,2.500,22.500,1.94446056e-10
14,3,16,3.500,16.500,4.31150937e-09
14,3,17,3.500,17.500,1.86739396e-06
14,3,18,3.500,18.500,3.09253723e-04
14,3,19,3.500,19.500,6.50433540e-01
14,3,20,3.500,20.500,1.74787622e-02
14,3,21,3.500,21.500,1.65678197e-04
14,3,22,3.500,22.500,5.77893502e-07
14,3,23,3.500,23.500,4.34392062e-12
14,4,15,4.500,15.500,4.44216122e-11
14,4,16,4.500,16.500,2.25493366e-08
14,4,17,4.500,17.500,4.70299665e-06
14,4,18,4.500,18.500,5.11237595e-04
14,4,19,4.500,19.500,6.46944344e-01
14,4,20,4.500,20.500,2.32664309e-02
14,4,21,4.500,21.500,3.36115831e-04
14,4,22,4.500,22.500,2.42236820e-06
14,4,23,4.500,23.500,7.93916399e-09
14,5,15,5.500,15.500,3.02644632e-10
14,5,16,5.500,16.500,7.05000218e-08
14,5,17,5.500,17.500,9.46827731e-06
14,5,18,5.500,18.500,7.60520226e-04
14,5,19,5.500,19.500,6.43383205e-01
14,5,20,5.500,20.500,2.90242899e-02
14,5,21,5.500,21.500,5.67559386e-04
14,5,22,5.500,22.500,6.32247293e-06
14,5,23,5.500,23.500,4.32744542e-08
14,5,24,5.500,24.500,1.47014845e-10
14,6,14,6.500,14.500,1.59852014e-12
14,6,15,6.500,15.500,1.18003163e-09
14,6,16,6.500,16.500,1.70838803e-07
14,6,17,6.500,17.500,1.66668706e-05
14,6,18,6.500,18.500,1.05578150e-03
14,6,19,6.500,19.500,6.39754713e-01
14,6,20,6.500,20.500,3.47465388e-02
14,6,21,6.500,21.500,8.61552428e-04
14,6,22,6.500,22.500,1.31544512e-05
14,6,23,6.500,23.500,1.40326932e-07
14,6,24,6.500,24.500,1.00210917e-09
14,6,25,6.500,25.500,1.55155966e-12
14,7,14,7.500,14.500,1.77127653e-11
14,7,15,7.500,15.500,3.45278606e-09
14,7,16,7.500,16.500,3.53747112e-07
14,7,17,7.500,17.500,2.68046679e-05
14,7,18,7.500,18.500,1.39568804e-03
14,7,19,7.500,19.500,6.36062384e-01
14,7,20,7.500,20.500,4.04276773e-02
14,7,21,7.500,21.500,1.21932698e-03
14,7,22,7.500,22.500,2.38700450e-05
14,7,23,7.500,23.500,3.51197315e-07
14,7,24,7.500,24.500,3.90713861e-09
14,7,25,7.500,25.500,2.23382788e-11
14,8,14,8.500,14.500,7.66476396e-11
14,8,15,8.500,15.500,8.42091552e-09
14,8,16,8.500,16.500,6.57400619e-07
14,8,17,8.500,17.500,4.03872291e-05
14,8,18,8.500,18.500,1.77889492e-03
14,8,19,8.500,19.500,6.32310271e-01
14,8,20,8.500,20.500,4.60625514e-02
14,8,21,8.500,21.500,1.64182147e-03
14,8,22,8.500,22.500,3.94849303e-05
14,8,23,8.500,23.500,7.48347759e-07
14,8,24,8.500,24.500,1.14337553e-08
14,8,25,8.500,25.500,1.16498838e-10
14,9,14,9.500,14.500,2.30866090e-10
14,9,15,9.500,15.500,1.80894997e-08
14,9,16,9.500,16.500,1.12843304e-06
14,9,17,9.500,17.500,5.79212938e-05
14,9,18,9.500,18.500,2.20557698e-03
14,9,19,9.500,19.500,6.28500640e-01
14,9,20,9.500,20.500,5.16477600e-02
14,9,21,9.500,21.500,2.12979433e-03
14,9,22,9.500,22.500,6.10705611e-05
14,9,23,9.500,23.500,1.42688179e-06
14,9,24,9.500,24.500,2.79580412e-08
14,9,25,9.500,25.500,4.11799539e-10
14,10,13,10.500,13.500,1.91516269e-12
14,10,14,10.500,14.500,5.81505455e-10
14,10,15,10.500,15.500,3.53815111e-08
14,10,16,10.500,16.500,1.82317865e-06
14,10,17,10.500,17.500,7.99596673e-05
14,10,18,10.500,18.500,2.68509868e-03
14,10,19,10.500,19.500,6.24614656e-01
14,10,20,10.500,20.500,5.71877211e-02
14,10,21,10.500,21.500,2.68449867e-03
14,10,22,10.500,22.500,8.97724894e-05
14,10,23,10.500,23.500,2.50710923e-06
14,10,24,10.500,24.500,6.02777988e-08
14,10,25,10.500,25.500,1.15694065e-09
14,10,26,10.500,26.500,9.53874913e-12
14,11,13,11.500,13.500,1.19564974e-11
14,11,14,11.500,14.500,1.29911482e-09
14,11,15,11.500,15.500,6.43951878e-08
14,11,16,11.500,16.500,2.80914310e-06
14,11,17,11.500,17.500,1.07162508e-04
14,11,18,11.500,18.500,3.21718864e-03
14,11,19,11.500,19.500,6.20655060e-01
14,11,20,11.500,20.500,6.26776814e-02
14,11,21,11.500,21.500,3.30690877e-03
14,11,22,11.500,22.500,1.26808140e-04
14,11,23,11.500,23.500,4.13765247e-06
14,11,24,11.500,24.500,1.18369869e-07
14,11,25,11.500,25.500,2.80157852e-09
14,11,26,11.500,26.500,3.80240665e-11
14,12,13,12.500,13.500,3.82904194e-11
14,12,14,12.500,14.500,2.66182965e-09
14,12,15,12.500,15.500,1.10672502e-07
14,12,16,12.500,16.500,4.16631337e-06
14,12,17,12.500,17.500,1.40198637e-04
14,12,18,12.500,18.500,3.79988318e-03
14,12,19,12.500,19.500,6.16627157e-01
14,12,20,12.500,20.500,6.81118518e-02
14,12,21,12.500,21.500,3.99760902e-03
14,12,22,12.500,22.500,1.73445296e-04
14,12,23,12.500,23.500,6.49736012e-06
14,12,24,12.500,24.500,2.16247500e-07
14,12,25,12.500,25.500,6.09964701e-09
14,12,26,12.500,26.500,1.19361951e-10
14,13,13,13.500,13.500,1.02137847e-10
14,13,14,13.500,14.500,5.05901721e-09
14,13,15,13.500,15.500,1.80688133e-07
14,13,16,13.500,16.500,5.97061671e-06
14,13,17,13.500,17.500,1.79445240e-04
14,13,18,13.500,18.500,4.42707585e-03
14,13,19,13.500,19.500,6.12055480e-01
14,13,20,13.500,20.500,7.33969584e-02
14,13,21,13.500,21.500,4.74700192e-03
14,13,22,13.500,22.500,2.30139776e-04
14,13,23,13.500,23.500,9.73863007e-06
14,13,24,13.500,24.500,3.69622029e-07
14,13,25,13.500,25.500,1.21095294e-08
14,13,26,13.500,26.500,3.00165809e-10
15,0,18,0.500,18.500,1.99726702e-09
15,0,19,0.500,19.500,6.60426795e-01
15,0,20,0.500,20.500,2.70579136e-07
15,1,17,1.500,17.500,3.82675176e-11
15,1,18,1.500,18.500,5.23677409e-05
15,1,19,1.500,19.500,6.57179236e-01
15,1,20,1.500,20.500,5.83899673e-03
15,1,21,1.500,21.500,7.10804571e-09
15,2,17,2.500,17.500,4.63076560e-07
15,2,18,2.500,18.500,1.55870206e-04
15,2,19,2.500,19.500,6.53846800e-01
15,2,20,2.500,20.500,1.16674490e-02
15,2,21,2.500,21.500,5.43782953e-05
15,2,22,2.500,22.500,1.94446056e-10
15,3,16,3.500,16.500,4.31150937e-09
15,3,17,3.500,17.500,1.86739396e-06
15,3,18,3.500,18.500,3.09253723e-04
15,3,19,3.500,19.500,6.50433540e-01
15,3,20,3.500,20.500,1.74787622e-02
15,3,21,3.500,21.500,1.65678197e-04
15,3,22,3.500,22.500,5.77893502e-07
15,3,23,3.500,23.500,4.34392062e-12
15,4,15,4.500,15.500,4.44216122e-11
15,4,16,4.500,16.500,2.25493366e-08
15,4,17,4.500,17.500,4.70299665e-06
15,4,18,4.500,18.500,5.11237595e-04
15,4,19,4.500,19.500,6.46944344e-01
15,4,20,4.500,20.500,2.32664309e-02
15,4,21,4.500,21.500,3.36115831e-04
15,4,22,4.500,22.500,2.42236820e-06
15,4,23,4.500,23.500,7.93916399e-09
15,5,15,5.500,15.500,3.02644632e-10
15,5,16,5.500,16.500,7.05000218e-08
15,5,17,5.500,17.500,9.46827731e-06
15,5,18,5.500,18.500,7.60520226e-04
15,5,19,5.500,19.500,6.43383205e-01
15,5,20,5.500,20.500,2.90242899e-02
15,5,21,5.500,21.500,5.67559386e-04
15,5,22,5.500,22.500,6.32247293e-06
15,5,23,5.500,23.500,4.32744542e-08
15,5,24,5.500,24.500,1.47014845e-10
15,6,14,6.500,14.500,1.59852014e-12
15,6,15,6.500,15.500,1.18003163e-09
15,6,16,6.500,16.500,1.70838803e-07
15,6,17,6.500,17.500,1.66668706e-05
15,6,18,6.500,18.500,1.05578150e-03
15,6,19,6.500,19.500,6.39754713e-01
15,6,20,6.500,20.500,3.47465388e-02
15,6,21,6.500,21.500,8.61552428e-04
15,6,22,6.500,22.500,1.31544512e-05
15,6,23,6.500,23.500,1.40326932e-07
15,6,24,6.500,24.500,1.00210917e-09
15,6,25,6.500,25.500,1.55155966e-12
15,7,14,7.500,14.500,1.77127653e-11
15,7,15,7.500,15.500,3.45278606e-09
15,7,16,7.500,16.500,3.53747112e-07
15,7,17,7.500,17.500,2.68046679e-05
15,7,18,7.500,18.500,1.39568804e-03
15,7,19,7.500,19.500,6.36062384e-01
15,7,20,7.500,20.500,4.04276773e-02
15,7,21,7.500,21.500,1.21932698e-03
15,7,22,7.500,22.500,2.38700450e-05
15,7,23,7.500,23.500,3.51197315e-07
15,7,24,7.500,24.500,3.90713861e-09
15,7,25,7.500,25.500,2.23382788e-11
15,8,14,8.500,14.500,7.66476396e-11
15,8,15,8.500,15.500,8.42091552e-09
15,8,16,8.500,16.500,6.57400619e-07
15,8,17,8.500,17.500,4.03872291e-05
15,8,18,8.500,18.500,1.77889492e-03
15,8,19,8.500,19.500,6.32310271e-01
15,8,20,8.500,20.500,4.60625514e-02
15,8,21,8.500,21.500,1.64182147e-03
15,8,22,8.500,22.500,3.94849303e-05
15,8,23,8.500,23.500,7.48347759e-07
15,8,24,8.500,24.500,1.14337553e-08
15,8,25,8.500,25.500,1.16498838e-10
15,9,14,9.500,14.500,2.30866090e-10
15,9,15,9.500,15.500,1.80894997e-08
15,9,16,9.500,16.500,1.12843304e-06
15,9,17,9.500,17.500,5.79212938e-05
15,9,18,9.500,18.500,2.20557698e-03
15,9,19,9.500,19.500,6.28500640e-01
15,9,20,9.500,20.500,5.16477600e-02
15,9,21,9.500,21.500,2.12979433e-03
15,9,22,9.500,22.500,6.10705611e-05
15,9,23,9.500,23.500,1.42688179e-06
15,9,24,9.500,24.500,2.79580412e-08
15,9,25,9.500,25.500,4.11799539e-10
15,10,13,10.500,13.500,1.91516269e-12
15,10,14,10.500,14.500,5.81505455e-10
15,10,15,10.500,15.500,3.53815111e-08
15,10,16,10.500,16.500,1.82317865e-06
15,10,17,10.500,17.500,7.99596673e-05
15,10,18,10.500,18.500,2.68509868e-03
15,10,19,10.500,19.500,6.24614656e-01
15,10,20,10.500,20.500,5.71877211e-02
15,10,21,10.500,21.500,2.68449867e-03
15,10,22,10.500,22.500,8.97724894e-05
15,10,23,10.500,23.500,2.50710923e-06
15,10,24,10.500,24.500,6.02777988e-08
15,10,25,10.500,25.500,1.15694065e-09
15,10,26,10.500,26.500,9.53874913e-12
15,11,13,11.500,13.500,1.19564974e-11
15,11,14,11.500,14.500,1.29911482e-09
15,11,15,11.500,15.500,6.43951878e-08
15,11,16,11.500,16.500,2.80914310e-06
15,11,17,11.500,17.500,1.07162508e-04
15,11,18,11.500,18.500,3.21718864e-03
15,11,19,11.500,19.500,6.20655060e-01
15,11,20,11.500,20.500,6.26776814e-02
15,11,21,11.500,21.500,3.30690877e-03
15,11,22,11.500,22.500,1.26808140e-04
15,11,23,11.500,23.500,4.13765247e-06
15,11,24,11.500,24.500,1.18369869e-07
15,11,25,11.500,25.500,2.80157852e-09
15,11,26,11.500,26.500,3.80240665e-11
15,12,13,12.500,13.500,3.82904194e-11
15,12,14,12.500,14.500,2.66182965e-09
15,12,15,12.500,15.500,1.10672502e-07
15,12,16,12.500,16.500,4.16632338e-06
15,12,17,12.500,17.500,1.40198885e-04
15,12,18,12.500,18.500,3.79988598e-03
15,12,19,12.500,19.500,6.16627395e-01
15,12,20,12.500,20.500,6.81119412e-02
15,12,21,12.500,21.500,3.99762625e-03
15,12,22,12.500,22.500,1.73447275e-04
15,12,23,12.500,23.500,6.49749927e-06
15,12,24,12.500,24.500,2.16247500e-07
15,12,25,12.500,25.500,6.09964701e-09
15,12,26,12.500,26.500,1.19361951e-10
15,13,13,13.500,13.500,1.02137847e-10
15,13,14,13.500,14.500,5.07761255e-09
15,13,15,13.500,15.500,1.81529757e-07
15,13,16,13.500,16.500,5.98760471e-06
15,13,17,13.500,17.500,1.79727431e-04
15,13,18,13.500,18.500,4.43121698e-03
15,13,19,13.500,19.500,6.12534583e-01
15,13,20,13.500,20.500,7.34846741e-02
15,13,21,13.500,21.500,4.75691026e-03
15,13,22,13.500,22.500,2.30994221e-04
15,13,23,13.500,23.500,9.79745892e-06
15,13,24,13.500,24.500,3.72852810e-07
15,13,25,13.500,25.500,1.22299539e-08
15,13,26,13.500,26.500,3.00165809e-10
15,14,13,14.500,13.500,2.30511374e-10
15,14,14,14.500,14.500,9.10814979e-09
15,14,15,14.500,15.500,2.84925790e-07
15,14,16,14.500,16.500,8.35301307e-06
15,14,17,14.500,17.500,2.26004442e-04
15,14,18,14.500,18.500,5.10403141e-03
15,14,19,14.500,19.500,6.07863069e-01
15,14,20,14.500,20.500,7.86879510e-02
15,14,21,14.500,21.500,5.57202799e-03
15,14,22,14.500,22.500,2.99580570e-04
15,14,23,14.500,23.500,1.41907003e-05
15,14,24,14.500,24.500,6.07403365e-07
15,14,25,14.500,25.500,2.27085142e-08
15,14,26,14.500,26.500,6.81754986e-10
15,14,27,14.500,27.500,5.64447490e-12
16,0,18,0.500,18.500,1.99726702e-09
16,0,19,0.500,19.500,6.60426795e-01
16,0,20,0.500,20.500,2.70579136e-07
16,1,17,1.500,17.500,3.82675176e-11
16,1,18,1.500,18.500,5.23677409e-05
16,1,19,1.500,19.500,6.57179236e-01
16,1,20,1.500,20.500,5.83899673e-03
16,1,21,1.500,21.500,7.10804571e-09
16,2,17,2.500,17.500,4.63076560e-07
16,2,18,2.500,18.500,1.55870206e-04
16,2,19,2.500,19.500,6.53846800e-01
16,2,20,2.500,20.500,1.16674490e-02
16,2,21,2.500,21.500,5.43782953e-05
16,2,22,2.500,22.500,1.94446056e-10
16,3,16,3.500,16.500,4.31150937e-09
16,3,17,3.500,17.500,1.86739396e-06
16,3,18,3.500,18.500,3.09253723e-04
16,3,19,3.500,19.500,6.50433540e-01
16,3,20,3.500,20.500,1.74787622e-02
16,3,21,3.500,21.500,1.65678197e-04
16,3,22,3.500,22.500,5.77893502e-07
16,3,23,3.500,23.500,4.34392062e-12
16,4,15,4.500,15.500,4.44216122e-11
16,4,16,4.500,16.500,2.25493366e-08
16,4,17,4.500,17.500,4.70299665e-06
16,4,18,4.500,18.500,5.11237595e-04
16,4,19,4.500,19.500,6.46944344e-01
16,4,20,4.500,20.500,2.32664309e-02
16,4,21,4.500,21.500,3.36115831e-04
16,4,22,4.500,22.500,2.42236820e-06
16,4,23,4.500,23.500,7.93916399e-09
16,5,15,5.500,15.500,3.02644632e-10
16,5,16,5.500,16.500,7.05000218e-08
16,5,17,5.500,17.500,9.46827731e-06
16,5,18,5.500,18.500,7.60520226e-04
16,5,19,5.500,19.500,6.43383205e-01
16,5,20,5.500,20.500,2.90242899e-02
16,5,21,5.500,21.500,5.67559386e-04
16,5,22,5.500,22.500,6.32247293e-06
16,5,23,5.500,23.500,4.32744542e-08
16,5,24,5.500,24.500,1.47014845e-10
16,6,14,6.500,14.500,1.59852014e-12
16,6,15,6.500,15.500,1.18003163e-09
16,6,16,6.500,16.500,1.70838803e-07
16,6,17,6.500,17.500,1.66668706e-05
16,6,18,6.500,18.500,1.05578150e-03
16,6,19,6.500,19.500,6.39754713e-01
16,6,20,6.500,20.500,3.47465388e-02
16,6,21,6.500,21.500,8.61552428e-04
16,6,22,6.500,22.500,1.31544512e-05
16,6,23,6.500,23.500,1.40326932e-07
16,6,24,6.500,24.500,1.00210917e-09
16,6,25,6.500,25.500,1.55155966e-12
16,7,14,7.500,14.500,1.77127653e-11
16,7,15,7.500,15.500,3.45278606e-09
16,7,16,7.500,16.500,3.53747112e-07
16,7,17,7.500,17.500,2.68046679e-05
16,7,18,7.500,18.500,1.39568804e-03
16,7,19,7.500,19.500,6.36062384e-01
16,7,20,7.500,20.500,4.04276773e-02
16,7,21,7.500,21.500,1.21932698e-03
16,7,22,7.500,22.500,2.38700450e-05
16,7,23,7.500,23.500,3.51197315e-07
16,7,24,7.500,24.500,3.90713861e-09
16,7,25,7.500,25.500,2.23382788e-11
16,8,14,8.500,14.500,7.66476396e-11
16,8,15,8.500,15.500,8.42091552e-09
16,8,16,8.500,16.500,6.57400619e-07
16,8,17,8.500,17.500,4.03872291e-05
16,8,18,8.500,18.500,1.77889492e-03
16,8,19,8.500,19.500,6.32310271e-01
16,8,20,8.500,20.500,4.60625514e-02
16,8,21,8.500,21.500,1.64182147e-03
16,8,22,8.500,22.500,3.94849303e-05
16,8,23,8.500,23.500,7.48347759e-07
16,8,24,8.500,24.500,1.14337553e-08
16,8,25,8.500,25.500,1.16498838e-10
16,9,14,9.500,14.500,2.30866090e-10
16,9,15,9.500,15.500,1.80894997e-08
16,9,16,9.500,16.500,1.12843304e-06
16,9,17,9.500,17.500,5.79212938e-05
16,9,18,9.500,18.500,2.20557698e-03
16,9,19,9.500,19.500,6.28500640e-01
16,9,20,9.500,20.500,5.16477600e-02
16,9,21,9.500,21.500,2.12979433e-03
16,9,22,9.500,22.500,6.10705611e-05
16,9,23,9.500,23.500,1.42688179e-06
16,9,24,9.500,24.500,2.79580412e-08
16,9,25,9.500,25.500,4.11799539e-10
16,10,13,10.500,13.500,1.91516269e-12
16,10,14,10.500,14.500,5.81505455e-10
16,10,15,10.500,15.500,3.53815111e-08
16,10,16,10.500,16.500,1.82317865e-06
16,10,17,10.500,17.500,7.99596673e-05
16,10,18,10.500,18.500,2.68509868e-03
16,10,19,10.500,19.500,6.24614656e-01
16,10,20,10.500,20.500,5.71877211e-02
16,10,21,10.500,21.500,2.68449867e-03
16,10,22,10.500,22.500,8.97724894e-05
16,10,23,10.500,23.500,2.50710923e-06
16,10,24,10.500,24.500,6.02777988e-08
16,10,25,10.500,25.500,1.15694065e-09
16,10,26,10.500,26.500,9.53874913e-12
16,11,13,11.500,13.500,1.19564974e-11
16,11,14,11.500,14.500,1.29911482e-09
16,11,15,11.500,15.500,6.43951878e-08
16,11,16,11.500,16.500,2.80914310e-06
16,11,17,11.500,17.500,1.07162508e-04
16,11,18,11.500,18.500,3.21718864e-03
16,11,19,11.500,19.500,6.20655060e-01
16,11,20,11.500,20.500,6.26776814e-02
16,11,21,11.500,21.500,3.30690877e-03
16,11,22,11.500,22.500,1.26808140e-04
16,11,23,11.500,23.500,4.13765247e-06
16,11,24,11.500,24.500,1.18369869e-07
16,11,25,11.500,25.500,2.80157852e-09
16,11,26,11.500,26.500,3.80240665e-11
16,12,13,12.500,13.500,3.82904194e-11
16,12,14,12.500,14.500,2.66182965e-09
16,12,15,12.500,15.500,1.10672502e-07
16,12,16,12.500,16.500,4.16632338e-06
16,12,17,12.500,17.500,1.40198885e-04
16,12,18,12.500,18.500,3.79988598e-03
16,12,19,12.500,19.500,6.16627395e-01
16,12,20,12.500,20.500,6.81119412e-02
16,12,21,12.500,21.500,3.99762625e-03
16,12,22,12.500,22.500,1.73447275e-04
16,12,23,12.500,23.500,6.49749927e-06
16,12,24,12.500,24.500,2.16247500e-07
16,12,25,12.500,25.500,6.09964701e-09
16,12,26,12.500,26.500,1.19361951e-10
16,13,13,13.500,13.500,1.02137847e-10
16,13,14,13.500,14.500,5.07761255e-09
16,13,15,13.500,15.500,1.81529757e-07
16,13,16,13.500,16.500,5.98762745e-06
16,13,17,13.500,17.500,1.79727853e-04
16,13,18,13.500,18.500,4.43121931e-03
16,13,19,13.500,19.500,6.12534881e-01
16,13,20,13.500,20.500,7.34847933e-02
16,13,21,13.500,21.500,4.75693401e-03
16,13,22,13.500,22.500,2.30997350e-04
16,13,23,13.500,23.500,9.79771266e-06
16,13,24,13.500,24.500,3.72855794e-07
16,13,25,13.500,25.500,1.22299539e-08
16,13,26,13.500,26.500,3.00165809e-10
16,14,13,14.500,13.500,2.30511374e-10
16,14,14,14.500,14.500,9.15326925e-09
16,14,15,14.500,15.500,2.86372853e-07
16,14,16,14.500,16.500,8.37894277e-06
16,14,17,14.500,17.500,2.26393982e-04
16,14,18,14.500,18.500,5.10922726e-03
16,14,19,14.500,19.500,6.08383596e-01
16,14,20,14.500,20.500,7.87912384e-02
16,14,21,14.500,21.500,5.58477361e-03
16,14,22,14.500,22.500,3.00785759e-04
16,14,23,14.500,23.500,1.42822673e-05
