step_number,z_index,x_index,z_mm,x_mm,weight
75,16,22,16.500,22.500,4.82487929e-04
75,16,23,16.500,23.500,2.79557516e-05
75,16,24,16.500,24.500,1.47924300e-06
75,16,25,16.500,25.500,6.94792277e-08
75,16,26,16.500,26.500,2.76057888e-09
75,16,27,16.500,27.500,6.94112476e-11
75,17,12,17.500,12.500,3.31427351e-11
75,17,13,17.500,13.500,1.63340941e-09
75,17,14,17.500,14.500,4.15864747e-08
75,17,15,17.500,15.500,9.37510151e-07
75,17,16,17.500,16.500,2.02271713e-05
75,17,17,17.500,17.500,4.15417686e-04
75,17,18,17.500,18.500,7.40416721e-03
75,17,19,17.500,19.500,5.95622122e-01
75,17,20,17.500,20.500,9.42682996e-02
75,17,21,17.500,21.500,8.47542286e-03
75,17,22,17.500,22.500,5.97077131e-04
75,17,23,17.500,23.500,3.78043078e-05
75,17,24,17.500,24.500,2.19377512e-06
75,17,25,17.500,25.500,1.13694725e-07
75,17,26,17.500,26.500,5.07472153e-09
75,17,27,17.500,27.500,1.60903665e-10
75,18,12,18.500,12.500,7.90873061e-11
75,18,13,18.500,13.500,2.82188695e-09
75,18,14,18.500,14.500,6.44775895e-08
75,18,15,18.500,15.500,1.32630498e-06
75,18,16,18.500,16.500,2.62188969e-05
75,18,17,18.500,17.500,4.96798020e-04
75,18,18,18.500,18.500,8.25576391e-03
75,18,19,18.500,19.500,5.91268003e-01
75,18,20,18.500,20.500,9.92709026e-02
75,18,21,18.500,21.500,9.57265962e-03
75,18,22,18.500,22.500,7.29311258e-04
75,18,23,18.500,23.500,5.01606737e-05
75,18,24,18.500,24.500,3.17108311e-06
75,18,25,18.500,25.500,1.79950717e-07
75,18,26,18.500,26.500,8.91563801e-09
75,18,27,18.500,27.500,3.39075740e-10
75,19,12,19.500,12.500,1.62109798e-10
75,19,13,19.500,13.500,4.70035566e-09
75,19,14,19.500,14.500,9.73957270e-08
75,19,15,19.500,15.500,1.83998338e-06
75,19,16,19.500,16.500,3.35140685e-05
75,19,17,19.500,17.500,5.88518858e-04
75,19,18,19.500,18.500,9.15792957e-03
75,19,19,19.500,19.500,5.86851239e-01
75,19,20,19.500,20.500,1.04196802e-01
75,19,21,19.500,21.500,1.07364981e-02
75,19,22,19.500,22.500,8.80617648e-04
75,19,23,19.500,23.500,6.54488977e-05
75,19,24,19.500,24.500,4.48160608e-06
75,19,25,19.500,25.500,2.76653054e-07
75,19,26,19.500,26.500,1.50658952e-08
75,19,27,19.500,27.500,6.59530985e-10
75,19,28,19.500,28.500,6.34578024e-12
75,20,12,20.500,12.500,3.06404291e-10
75,20,13,20.500,13.500,7.57892327e-09
75,20,14,20.500,14.500,1.43766485e-07
75,20,15,20.500,15.500,2.50858602e-06
75,20,16,20.500,16.500,4.23083002e-05
75,20,17,20.500,17.500,6.91350957e-04
75,20,18,20.500,18.500,1.01091368e-02
75,20,19,20.500,19.500,5.82374394e-01
75,20,20,20.500,20.500,1.09041706e-01
75,20,21,20.500,21.500,1.19661950e-02
75,20,22,20.500,22.500,1.05241244e-03
75,20,23,20.500,23.500,8.41330475e-05
75,20,24,20.500,24.500,6.20873425e-06
75,20,25,20.500,25.500,4.14590943e-07
75,20,26,20.500,26.500,2.46216416e-08
75,20,27,20.500,27.500,1.21707666e-09
75,20,28,20.500,28.500,2.61641750e-11
75,21,11,21.500,11.500,3.82560476e-12
75,21,12,21.500,12.500,5.48588619e-10
75,21,13,21.500,13.500,1.18897017e-08
75,21,14,21.500,14.500,2.07891730e-07
75,21,15,21.500,15.500,3.36719086e-06
75,21,16,21.500,16.500,5.28140954e-05
75,21,17,21.500,17.500,8.06032214e-04
75,21,18,21.500,18.500,1.11066811e-02
75,21,19,21.500,19.500,5.77843487e-01
75,21,20,21.500,20.500,1.13801055e-01
75,21,21,21.500,21.500,1.32606532e-02
75,21,22,21.500,22.500,1.24608085e-03
75,21,23,21.500,23.500,1.06714666e-04
75,21,24,21.500,24.500,8.44984697e-06
75,21,25,21.500,25.500,6.07367838e-07
75,21,26,21.500,26.500,3.90788131e-08
75,21,27,21.500,27.500,2.14767959e-09
75,21,28,21.500,28.500,6.65021649e-11
75,22,11,22.500,11.500,1.75684085e-11
75,22,12,22.500,12.500,9.38046973e-10
75,22,13,22.500,13.500,1.82073467e-08
75,22,14,22.500,14.500,2.95116621e-07
75,22,15,22.500,15.500,4.45636260e-06
75,22,16,22.500,16.500,6.52602612e-05
75,22,17,22.500,17.500,9.33264208e-04
75,22,18,22.500,18.500,1.21479128e-02
75,22,19,22.500,19.500,5.73263049e-01
75,22,20,22.500,20.500,1.18470468e-01
75,22,21,22.500,21.500,1.46185160e-02
75,22,22,22.500,22.500,1.46297668e-03
75,22,23,22.500,23.500,1.33731708e-04
75,22,24,22.500,24.500,1.13174892e-05
75,22,25,22.500,25.500,8.71904831e-07
75,22,26,22.500,26.500,6.04538855e-08
75,22,27,22.500,27.500,3.65088915e-09
75,22,28,22.500,28.500,1.48540125e-10
75,23,11,23.500,11.500,4.62698109e-11
75,23,12,23.500,12.500,1.54943536e-09
75,23,13,23.500,13.500,2.72829812e-08
75,23,14,23.500,14.500,4.12002180e-07
75,23,15,23.500,15.500,5.82256371e-06
75,23,16,23.500,16.500,7.98906622e-05
75,23,17,23.500,17.500,1.07370724e-03
75,23,18,23.500,18.500,1.32302176e-02
75,23,19,23.500,19.500,5.68639338e-01
75,23,20,23.500,20.500,1.23046421e-01
75,23,21,23.500,21.500,1.60381496e-02
75,23,22,23.500,22.500,1.70439761e-03
75,23,23,23.500,23.500,1.65756035e-04
75,23,24,23.500,24.500,1.49402831e-05
75,23,25,23.500,25.500,1.22896267e-06
75,23,26,23.500,26.500,9.13973537e-08
75,23,27,23.500,27.500,6.00766015e-09
75,23,28,23.500,28.500,2.93842978e-10
75,24,11,24.500,11.500,9.53213272e-11
75,24,12,24.500,12.500,2.48570120e-09
75,24,13,24.500,13.500,4.00810301e-08
75,24,14,24.500,14.500,5.66499523e-07
75,24,15,24.500,15.500,7.51858079e-06
75,24,16,24.500,16.500,9.69636894e-05
75,24,17,24.500,17.500,1.22798129e-03
75,24,18,24.500,18.500,1.43510113e-02
75,24,19,24.500,19.500,5.63976943e-01
75,24,20,24.500,20.500,1.27525330e-01
75,24,21,24.500,21.500,1.75177250e-02
75,24,22,24.500,22.500,1.97159220e-03
75,24,23,24.500,23.500,2.03391668e-04
75,24,24,24.500,24.500,1.94641216e-05
75,24,25,24.500,25.500,1.70370208e-06
75,24,26,24.500,26.500,1.35362555e-07
75,24,27,24.500,27.500,9.61451097e-09
75,24,28,24.500,28.500,5.38433131e-10
75,24,29,24.500,29.500,7.15433485e-12
75,25,11,25.500,11.500,1.84881693e-10
75,25,12,25.500,12.500,3.88369470e-09
75,25,13,25.500,13.500,5.78481725e-08
75,25,14,25.500,14.500,7.68136942e-07
75,25,15,25.500,15.500,9.60390935e-06
75,25,16,25.500,16.500,1.16751522e-04
75,25,17,25.500,17.500,1.39667292e-03
75,25,18,25.500,18.500,1.55083779e-02
75,25,19,25.500,19.500,5.59278786e-01
75,25,20,25.500,20.500,1.31904766e-01
75,25,21,25.500,21.500,1.90553125e-02
75,25,22,25.500,22.500,2.26574834e-03
75,25,23,25.500,23.500,2.47272314e-04
75,25,24,25.500,24.500,2.50527792e-05
75,25,25,25.500,25.500,2.32628054e-06
75,25,26,25.500,26.500,1.96753504e-07
75,25,27,25.500,27.500,1.50076218e-08
75,25,28,25.500,28.500,9.42209422e-10
75,25,29,25.500,29.500,2.18201394e-11
75,26,11,26.500,11.500,3.26215027e-10
75,26,12,26.500,12.500,5.93297322e-09
75,26,13,26.500,13.500,8.21558785e-08
75,26,14,26.500,14.500,1.02827778e-06
75,26,15,26.500,15.500,1.21455578e-05
75,26,16,26.500,16.500,1.39546726e-04
75,26,17,26.500,17.500,1.58044719e-03
75,26,18,26.500,18.500,1.67050958e-02
75,26,19,26.500,19.500,5.54539800e-01
75,26,20,26.500,20.500,1.36185527e-01
75,26,21,26.500,21.500,2.06496231e-02
75,26,22,26.500,22.500,2.58808024e-03
75,26,23,26.500,23.500,2.98067549e-04
75,26,24,26.500,24.500,3.18895036e-05
75,26,25,26.500,25.500,3.13249552e-06
75,26,26,26.500,26.500,2.81143770e-07
75,26,27,26.500,27.500,2.29075088e-08
75,26,28,26.500,28.500,1.58396740e-09
75,26,29,26.500,29.500,5.63930708e-11
75,27,10,27.500,10.500,7.19275074e-12
75,27,11,27.500,11.500,5.48433965e-10
75,27,12,27.500,12.500,8.87715679e-09
75,27,13,27.500,13.500,1.14984388e-07
75,27,14,27.500,14.500,1.36038250e-06
75,27,15,27.500,15.500,1.52190705e-05
75,27,16,27.500,16.500,1.65668782e-04
75,27,17,27.500,17.500,1.78010401e-03
75,27,18,27.500,18.500,1.79460086e-02
75,27,19,27.500,19.500,5.49752414e-01
75,27,20,27.500,20.500,1.40369385e-01
75,27,21,27.500,21.500,2.22998187e-02
75,27,22,27.500,22.500,2.93983961e-03
75,27,23,27.500,23.500,3.56485863e-04
75,27,24,27.500,24.500,4.01786601e-05
75,27,25,27.500,25.500,4.16459898e-06
75,27,26,27.500,26.500,3.95492606e-07
75,27,27,27.500,27.500,3.42846604e-08
75,27,28,27.500,28.500,2.58137511e-09
75,27,29,27.500,29.500,1.19440347e-10
75,28,10,28.500,10.500,2.13489608e-11
75,28,11,28.500,11.500,8.83972173e-10
75,28,12,28.500,12.500,1.30391644e-08
75,28,13,28.500,13.500,1.58780750e-07
75,28,14,28.500,14.500,1.78034520e-06
75,28,15,28.500,15.500,1.89091625e-05
75,28,16,28.500,16.500,1.95454602e-04
75,28,17,28.500,17.500,1.99641590e-03
75,28,18,28.500,18.500,1.92298796e-02
75,28,19,28.500,19.500,5.44916451e-01
75,28,20,28.500,20.500,1.44453973e-01
75,28,21,28.500,21.500,2.40041465e-02
75,28,22,28.500,22.500,3.32221342e-03
75,28,23,28.500,23.500,4.23270132e-04
75,28,24,28.500,24.500,5.01473114e-05
75,28,25,28.500,25.500,5.47214177e-06
75,28,26,28.500,26.500,5.48441562e-07
75,28,27,28.500,27.500,5.03943092e-08
75,28,28,28.500,28.500,4.09533785e-09
75,28,29,28.500,29.500,2.31968125e-10
75,29,10,29.500,10.500,4.81174059e-11
75,29,11,29.500,11.500,1.39671308e-09
75,29,12,29.500,12.500,1.88364844e-08
75,29,13,29.500,13.500,2.16565908e-07
75,29,14,29.500,14.500,2.30674664e-06
75,29,15,29.500,15.500,2.33097398e-05
75,29,16,29.500,16.500,2.29257741e-04
75,29,17,29.500,17.500,2.23009498e-03
75,29,18,29.500,18.500,2.05534510e-02
75,29,19,29.500,19.500,5.40038049e-01
75,29,20,29.500,20.500,1.48435563e-01
75,29,21,29.500,21.500,2.57603880e-02
75,29,22,29.500,22.500,3.73627082e-03
75,29,23,29.500,23.500,4.99189598e-04
75,29,24,29.500,24.500,6.20452920e-05
75,29,25,29.500,25.500,7.11270968e-06
75,29,26,29.500,26.500,7.50577044e-07
75,29,27,29.500,27.500,7.28820879e-08
75,29,28,29.500,28.500,6.34906394e-09
75,29,29,29.500,29.500,4.16685852e-10
75,29,30,29.500,30.500,2.58608239e-12
75,30,10,30.500,10.500,1.00679173e-10
75,30,11,30.500,11.500,2.14922480e-09
75,30,12,30.500,12.500,2.68183875e-08
75,30,13,30.500,13.500,2.92014221e-07
75,30,14,30.500,14.500,2.96111557e-06
75,30,15,30.500,15.500,2.85244059e-05
75,30,16,30.500,16.500,2.67446041e-04
75,30,17,30.500,17.500,2.48176721e-03
75,30,18,30.500,18.500,2.19133347e-02
75,30,19,30.500,19.500,5.35123944e-01
75,30,20,30.500,20.500,1.52311176e-01
75,30,21,30.500,21.500,2.75661182e-02
75,30,22,30.500,22.500,4.18298971e-03
75,30,23,30.500,23.500,5.85037633e-04
75,30,24,30.500,24.500,7.61457632e-05
75,30,25,30.500,25.500,9.15264809e-06
75,30,26,30.500,26.500,1.01476132e-06
75,30,27,30.500,27.500,1.03850290e-07
75,30,28,30.500,28.500,9.63667990e-09
75,30,29,30.500,29.500,7.10975279e-10
75,30,30,30.500,30.500,1.69461060e-11
75,31,10,31.500,10.500,1.87604945e-10
75,31,11,31.500,11.500,3.23643667e-09
75,31,12,31.500,12.500,3.76691851e-08
75,31,13,31.500,13.500,3.89585836e-07
75,31,14,31.500,14.500,3.76825915e-06
75,31,15,31.500,15.500,3.46665256e-05
75,31,16,31.500,16.500,3.10399279e-04
75,31,17,31.500,17.500,2.75200442e-03
75,31,18,31.500,18.500,2.33063269e-02
75,31,19,31.500,19.500,5.30178010e-01
75,31,20,31.500,20.500,1.56077549e-01
75,31,21,31.500,21.500,2.94186939e-02
75,31,22,31.500,22.500,4.66326065e-03
75,31,23,31.500,23.500,6.81623176e-04
75,31,24,31.500,24.500,9.27450819e-05
75,31,25,31.500,25.500,1.16678275e-05
75,31,26,31.500,26.500,1.35646440e-06
75,31,27,31.500,27.500,1.45968173e-07
75,31,28,31.500,28.500,1.43566004e-08
75,31,29,31.500,29.500,1.16906518e-09
75,31,30,31.500,30.500,4.56876759e-11
75,32,10,32.500,10.500,3.20946797e-10
75,32,11,32.500,11.500,4.78459183e-09
75,32,12,32.500,12.500,5.22508081e-08
75,32,13,32.500,13.500,5.14625356e-07
75,32,14,32.500,14.500,4.75655770e-06
75,32,15,32.500,15.500,4.18597483e-05
75,32,16,32.500,16.500,3.58508492e-04
75,32,17,32.500,17.500,3.04129790e-03
75,32,18,32.500,18.500,2.47293096e-02
75,32,19,32.500,19.500,5.25205374e-01
75,32,20,32.500,20.500,1.59733146e-01
75,32,21,32.500,21.500,3.13152969e-02
75,32,22,32.500,22.500,5.17786900e-03
75,32,23,32.500,23.500,7.89767480e-04
75,32,24,32.500,24.500,1.12162939e-04
75,32,25,32.500,25.500,1.47443980e-05
75,32,26,32.500,26.500,1.79416134e-06
75,32,27,32.500,27.500,2.02567350e-07
75,32,28,32.500,28.500,2.10356372e-08
75,32,29,32.500,29.500,1.86887306e-09
75,32,30,32.500,30.500,9.40930250e-11
75,33,9,33.500,9.500,7.26172681e-12
75,33,10,33.500,10.500,5.28815824e-10
75,33,11,33.500,11.500,6.95080082e-09
75,33,12,33.500,12.500,7.16406703e-08
75,33,13,33.500,13.500,6.73493219e-07
75,33,14,33.500,14.500,5.95828078e-06
75,33,15,33.500,15.500,5.02379808e-05
75,33,16,33.500,16.500,4.12173948e-04
75,33,17,33.500,17.500,3.35010700e-03
75,33,18,33.500,18.500,2.61798650e-02
75,33,19,33.500,19.500,5.20213068e-01
75,33,20,33.500,20.500,1.63276047e-01
75,33,21,33.500,21.500,3.32531817e-02
75,33,22,33.500,22.500,5.72749786e-03
75,33,23,33.500,23.500,9.10304720e-04
75,33,24,33.500,24.500,1.34742615e-04
75,33,25,33.500,25.500,1.84796627e-05
75,33,26,33.500,26.500,2.34971412e-06
75,33,27,33.500,27.500,2.77799302e-07
75,33,28,33.500,28.500,3.03587306e-08
75,33,29,33.500,29.500,2.90973357e-09
75,33,30,33.500,30.500,1.83373303e-10
75,34,9,34.500,9.500,2.36411845e-11
75,34,10,34.500,10.500,8.33079772e-10
75,34,11,34.500,11.500,9.95704230e-09
75,34,12,34.500,12.500,9.71833032e-08
75,34,13,34.500,13.500,8.73735530e-07
75,34,14,34.500,14.500,7.41002850e-06
75,34,15,34.500,15.500,5.99470186e-05
75,34,16,34.500,16.500,4.71819862e-04
75,34,17,34.500,17.500,3.67900287e-03
75,34,18,34.500,18.500,2.76598111e-02
75,34,19,34.500,19.500,5.15193880e-01
75,34,20,34.500,20.500,1.66707918e-01
75,34,21,34.500,21.500,3.52302790e-02
75,34,22,34.500,22.500,6.31283736e-03
75,34,23,34.500,23.500,1.04408723e-03
75,34,24,34.500,24.500,1.60853015e-04
75,34,25,34.500,25.500,2.29826874e-05
75,34,26,34.500,26.500,3.04881314e-06
75,34,27,34.500,27.500,3.76762443e-07
75,34,28,34.500,28.500,4.32170282e-08
75,34,29,34.500,29.500,4.42426273e-09
75,34,30,34.500,30.500,3.21040750e-10
75,35,9,35.500,9.500,5.58858966e-11
75,35,10,35.500,10.500,1.27584954e-09
75,35,11,35.500,11.500,1.40669192e-08
75,35,12,35.500,12.500,1.30530850e-07
75,35,13,35.500,13.500,1.12424880e-06
75,35,14,35.500,14.500,9.15326473e-06
75,35,15,35.500,15.500,7.11464527e-05
75,35,16,35.500,16.500,5.37903805e-04
75,35,17,35.500,17.500,4.02871752e-03
75,35,18,35.500,18.500,2.91731395e-02
75,35,19,35.500,19.500,5.10140181e-01
75,35,20,35.500,20.500,1.70030251e-01
75,35,21,35.500,21.500,3.72452028e-02
75,35,22,35.500,22.500,6.93468191e-03
75,35,23,35.500,23.500,1.19200151e-03
75,35,24,35.500,24.500,1.90888997e-04
75,35,25,35.500,25.500,2.83760455e-05
75,35,26,35.500,26.500,3.92155334e-06
75,35,27,35.500,27.500,5.05716514e-07
75,35,28,35.500,28.500,6.07378468e-08
75,35,29,35.500,29.500,6.59383081e-09
75,35,30,35.500,30.500,5.41223399e-10
75,35,31,35.500,31.500,8.88323529e-12
75,36,9,36.500,9.500,1.06974783e-10
75,36,10,36.500,10.500,1.91128868e-09
75,36,11,36.500,11.500,1.96212664e-08
75,36,12,36.500,12.500,1.73704379e-07
75,36,13,36.500,13.500,1.43548357e-06
75,36,14,36.500,14.500,1.12348907e-05
75,36,15,36.500,15.500,8.40093198e-05
75,36,16,36.500,16.500,6.10896503e-04
75,36,17,36.500,17.500,4.39992128e-03
75,36,18,36.500,18.500,3.07188332e-02
75,36,19,36.500,19.500,5.05052686e-01
75,36,20,36.500,20.500,1.73242480e-01
75,36,21,36.500,21.500,3.92956138e-02
75,36,22,36.500,22.500,7.59366015e-03
75,36,23,36.500,23.500,1.35494350e-03
75,36,24,36.500,24.500,2.25274620e-04
75,36,25,36.500,25.500,3.47963360e-05
75,36,26,36.500,26.500,5.00299620e-06
75,36,27,36.500,27.500,6.72247779e-07
75,36,28,36.500,28.500,8.43579073e-08
75,36,29,36.500,29.500,9.67202407e-09
75,36,30,36.500,30.500,8.87418139e-10
75,36,31,36.500,31.500,2.82084009e-11
75,37,9,37.500,9.500,1.91697713e-10
75,37,10,37.500,10.500,2.81458257e-09
75,37,11,37.500,11.500,2.70593858e-08
75,37,12,37.500,12.500,2.29155916e-07
75,37,13,37.500,13.500,1.81965345e-06
75,37,14,37.500,14.500,1.37074985e-05
75,37,15,37.500,15.500,9.87218227e-05
75,37,16,37.500,16.500,6.91275171e-04
75,37,17,37.500,17.500,4.79312660e-03
75,37,18,37.500,18.500,3.22931670e-02
75,37,19,37.500,19.500,4.99938786e-01
75,37,20,37.500,20.500,1.76342249e-01
75,37,21,37.500,21.500,4.13783938e-02
75,37,22,37.500,22.500,8.29018001e-03
75,37,23,37.500,23.500,1.53380819e-03
75,37,24,37.500,24.500,2.64459668e-04
75,37,25,37.500,25.500,4.23955280e-05
75,37,26,37.500,26.500,6.33371337e-06
75,37,27,37.500,27.500,8.85511895e-07
75,37,28,37.500,28.500,1.15898764e-07
75,37,29,37.500,29.500,1.39674921e-08
75,37,30,37.500,30.500,1.40484357e-09
75,37,31,37.500,31.500,7.23790888e-11
75,38,9,38.500,9.500,3.24054339e-10
75,38,10,38.500,10.500,4.08394518e-09
75,38,11,38.500,11.500,3.69371733e-08
75,38,12,38.500,12.500,2.99846590e-07
75,38,13,38.500,13.500,2.29094735e-06
75,38,14,38.500,14.500,1.66297541e-05
75,38,15,38.500,15.500,1.15483061e-04
75,38,16,38.500,16.500,7.79522234e-04
75,38,17,38.500,17.500,5.20875677e-03
75,38,18,38.500,18.500,3.38923968e-02
75,38,19,38.500,19.500,4.94801968e-01
75,38,20,38.500,20.500,1.79327667e-01
75,38,21,38.500,21.500,4.34905440e-02
75,38,22,38.500,22.500,9.02461354e-03
75,38,23,38.500,23.500,1.72949303e-03
75,38,24,38.500,24.500,3.08918214e-04
75,38,25,38.500,25.500,5.13409286e-05
75,38,26,38.500,26.500,7.96028235e-06
75,38,27,38.500,27.500,1.15648686e-06
75,38,28,38.500,28.500,1.57614906e-07
75,38,29,38.500,29.500,1.98988435e-08
75,38,30,38.500,30.500,2.16093010e-09
75,38,31,38.500,31.500,1.42314022e-10
75,39,8,39.500,8.500,7.54259589e-12
75,39,9,39.500,9.500,5.18083687e-10
75,39,10,39.500,10.500,5.82508886e-09
75,39,11,39.500,11.500,4.99454025e-08
75,39,12,39.500,12.500,3.89319268e-07
75,39,13,39.500,13.500,2.86570207e-06
75,39,14,39.500,14.500,2.00666727e-05
75,39,15,39.500,15.500,1.34504065e-04
75,39,16,39.500,16.500,8.76125006e-04
75,39,17,39.500,17.500,5.64711727e-03
75,39,18,39.500,18.500,3.55126970e-02
75,39,19,39.500,19.500,4.89648938e-01
75,39,20,39.500,20.500,1.82196617e-01
75,39,21,39.500,21.500,4.56286632e-02
75,39,22,39.500,22.500,9.79711767e-03
75,39,23,39.500,23.500,1.94286637e-03
75,39,24,39.500,24.500,3.59147787e-04
75,39,25,39.500,25.500,6.18159174e-05
75,39,26,39.500,26.500,9.93598042e-06
75,39,27,39.500,27.500,1.49820698e-06
75,39,28,39.500,28.500,2.12302282e-07
75,39,29,39.500,29.500,2.80048784e-08
75,39,30,39.500,30.500,3.25045413e-09
75,39,31,39.500,31.500,2.55335891e-10
75,40,8,40.500,8.500,2.59107007e-11
75,40,9,40.500,9.500,8.03944744e-10
75,40,10,40.500,10.500,8.20262702e-09
75,40,11,40.500,11.500,6.69205775e-08
75,40,12,40.500,12.500,5.01813929e-07
75,40,13,40.500,13.500,3.56266855e-06
75,40,14,40.500,14.500,2.40901300e-05
75,40,15,40.500,15.500,1.56009439e-04
75,40,16,40.500,16.500,9.81567660e-04
75,40,17,40.500,17.500,6.10845769e-03
75,40,18,40.500,18.500,3.71508151e-02
75,40,19,40.500,19.500,4.84484792e-01
75,40,20,40.500,20.500,1.84948757e-01
75,40,21,40.500,21.500,4.77894843e-02
75,40,22,40.500,22.500,1.06077213e-02
75,40,23,40.500,23.500,2.17478699e-03
75,40,24,40.500,24.500,4.15665127e-04
75,40,25,40.500,25.500,7.40207834e-05
75,40,26,40.500,26.500,1.23212940e-05
75,40,27,40.500,27.500,1.92606876e-06
75,40,28,40.500,28.500,2.83389397e-07
75,40,29,40.500,29.500,3.89680999e-08
75,40,30,40.500,30.500,4.80489248e-09
75,40,31,40.500,31.500,4.29294461e-10
75,40,32,40.500,32.500,5.19050211e-12
75,41,8,41.500,8.500,6.08376682e-11
75,41,9,41.500,9.500,1.21554444e-09
75,41,10,41.500,10.500,1.14119398e-08
75,41,11,41.500,11.500,8.89126568e-08
75,41,12,41.500,12.500,6.42346777e-07
75,41,13,41.500,13.500,4.40326357e-06
75,41,14,41.500,14.500,2.87791354e-05
75,41,15,41.500,15.500,1.80236428e-04
75,41,16,41.500,16.500,1.09634548e-03
75,41,17,41.500,17.500,6.59303088e-03
75,41,18,41.500,18.500,3.88052724e-02
75,41,19,41.500,19.500,4.79311347e-01
75,41,20,41.500,20.500,1.87583715e-01
75,41,21,41.500,21.500,4.99702655e-02
75,41,22,41.500,22.500,1.14564756e-02
75,41,23,41.500,23.500,2.42611789e-03
75,41,24,41.500,24.500,4.79012378e-04
75,41,25,41.500,25.500,8.81729648e-05
75,41,26,41.500,26.500,1.51845043e-05
75,41,27,41.500,27.500,2.45815772e-06
75,41,28,41.500,28.500,3.75065923e-07
75,41,29,41.500,29.500,5.36715987e-08
75,41,30,41.500,30.500,6.97577374e-09
75,41,31,41.500,31.500,6.98284319e-10
75,41,32,41.500,32.500,2.16640525e-11
75,42,8,42.500,8.500,1.20143229e-10
75,42,9,42.500,9.500,1.80085047e-09
75,42,10,42.500,10.500,1.56977240e-08
75,42,11,42.500,11.500,1.17206206e-07
75,42,12,42.500,12.500,8.16827196e-07
75,42,13,42.500,13.500,5.41191548e-06
75,42,14,42.500,14.500,3.42208004e-05
75,42,15,42.500,15.500,2.07439123e-04
75,42,16,42.500,16.500,1.22099428e-03
75,42,17,42.500,17.500,7.10135791e-03
75,42,18,42.500,18.500,4.04791683e-02
75,42,19,42.500,19.500,4.74121302e-01
75,42,20,42.500,20.500,1.90104961e-01
75,42,21,42.500,21.500,5.21689169e-02
75,42,22,42.500,22.500,1.23434719e-02
75,42,23,42.500,23.500,2.69770436e-03
75,42,24,42.500,24.500,5.49753953e-04
75,42,25,42.500,25.500,1.04508596e-04
75,42,26,42.500,26.500,1.86025700e-05
75,42,27,42.500,27.500,3.11557096e-06
75,42,28,42.500,28.500,4.92400261e-07
75,42,29,42.500,29.500,7.31913588e-08
75,42,30,42.500,30.500,9.97706895e-09
75,42,31,42.500,31.500,1.09649545e-09
75,42,32,42.500,32.500,5.47034189e-11
75,43,8,43.500,8.500,2.10072029e-10
75,43,9,43.500,9.500,2.61383848e-09
75,43,10,43.500,10.500,2.13807745e-08
75,43,11,43.500,11.500,1.53355970e-07
75,43,12,43.500,12.500,1.03221760e-06
75,43,13,43.500,13.500,6.61641889e-06
75,43,14,43.500,14.500,4.05112114e-05
75,43,15,43.500,15.500,2.37889384e-04
75,43,16,43.500,16.500,1.35607342e-03
75,43,17,43.500,17.500,7.63398269e-03
75,43,18,43.500,18.500,4.21739407e-02
75,43,19,43.500,19.500,4.68909860e-01
75,43,20,43.500,20.500,1.92513078e-01
75,43,21,43.500,21.500,5.43835014e-02
75,43,22,43.500,22.500,1.32687921e-02
75,43,23,43.500,23.500,2.99043232e-03
75,43,24,43.500,24.500,6.28481852e-04
75,43,25,43.500,25.500,1.23284204e-04
75,43,26,43.500,26.500,2.26620887e-05
75,43,27,43.500,27.500,3.92291804e-06
75,43,28,43.500,28.500,6.41513907e-07
75,43,29,43.500,29.500,9.88975017e-08
75,43,30,43.500,30.500,1.40911514e-08
75,43,31,43.500,31.500,1.68468350e-09
75,43,32,43.500,32.500,1.11968219e-10
75,44,8,44.500,8.500,3.42617185e-10
75,44,9,44.500,9.500,3.73029119e-09
75,44,10,44.500,10.500,2.88469604e-08
75,44,11,44.500,11.500,1.99248802e-07
75,44,12,44.500,12.500,1.29668445e-06
75,44,13,44.500,13.500,8.04833053e-06
75,44,14,44.500,14.500,4.77558424e-05
75,44,15,44.500,15.500,2.71875004e-04
75,44,16,44.500,16.500,1.50212215e-03
75,44,17,44.500,17.500,8.19122046e-03
75,44,18,44.500,18.500,4.38867733e-02
75,44,19,44.500,19.500,4.63681430e-01
75,44,20,44.500,20.500,1.94807574e-01
75,44,21,44.500,21.500,5.66110313e-02
75,44,22,44.500,22.500,1.42322620e-02
75,44,23,44.500,23.500,3.30513110e-03
75,44,24,44.500,24.500,7.15812494e-04
75,44,25,44.500,25.500,1.44777223e-04
75,44,26,44.500,26.500,2.74600097e-05
75,44,27,44.500,27.500,4.90869616e-06
75,44,28,44.500,28.500,8.29748956e-07
75,44,29,44.500,29.500,1.32493000e-07
75,44,30,44.500,30.500,1.96796357e-08
75,44,31,44.500,31.500,2.53145882e-09
75,44,32,44.500,32.500,2.08331546e-10
75,45,7,45.500,7.500,9.83673212e-12
75,45,8,45.500,8.500,5.35891165e-10
75,45,9,45.500,9.500,5.26038546e-09
75,45,10,45.500,10.500,3.86081140e-08
75,45,11,45.500,11.500,2.57152124e-07
75,45,12,45.500,12.500,1.61974685e-06
75,45,13,45.500,13.500,9.74319573e-06
75,45,14,45.500,14.500,5.60694461e-05
75,45,15,45.500,15.500,3.09696625e-04
75,45,16,45.500,16.500,1.65968423e-03
75,45,17,45.500,17.500,8.77324678e-03
75,45,18,45.500,18.500,4.56133857e-02
75,45,19,45.500,19.500,4.58441406e-01
75,45,20,45.500,20.500,1.96987256e-01
75,45,21,45.500,21.500,5.88479936e-02
